path,title,status,robots,word_count,h1_count,missing_alt_count,vague_link_count,flags,migration_status,recommended_target
/blinds/ventura-ca/,Blinds near Ventura CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",828,1,0,0,,needs_review,/blinds/ventura-ca/
/blinds/ventura-county/,Ventura County Blinds | Custom Blinds | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",675,0,0,0,h1_count,needs_review,/blinds/ventura-county/
/commercial-roller-shades/,Commercial Roller Shades Ventura County | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",393,0,0,0,h1_count,needs_review,/commercial-roller-shades/
/commercial-window-coverings/,Commercial Window Coverings Ventura County | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",598,0,0,0,h1_count,needs_review,/commercial-window-coverings/
/contact/,Contact 805 Shutters | Free In-Home Consultation,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",108,0,0,0,"h1_count,thin_indexable_content",needs_review,/contact/
/faq/,"Shutters, Shades & Blinds FAQ | 805 Shutters",200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",608,0,0,0,h1_count,needs_review,/faq/
/gallery/,Window Treatment Gallery Ventura County | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",125,0,130,0,"h1_count,missing_alt,thin_indexable_content",needs_review,/gallery/
/recent-projects/,Recent Projects - 805 Shutters-Shades-Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",252,1,0,0,,needs_review,/recent-projects/
/recent-projects/arched-plantation-shutters-ventura-county/,Custom Arched Plantation Shutters in Ventura County - 805 Shutters-Shades-Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",257,1,0,0,,needs_review,/recent-projects/arched-plantation-shutters-ventura-county/
/recent-projects/dark-wood-plantation-shutters-ventura-county/,Dark Wood Plantation Shutters in Ventura County - 805 Shutters-Shades-Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",265,1,0,0,,needs_review,/recent-projects/dark-wood-plantation-shutters-ventura-county/
/recent-projects/layered-window-shades-ventura-county/,Layered Window Shades in Ventura County - 805 Shutters-Shades-Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",250,1,0,0,,needs_review,/recent-projects/layered-window-shades-ventura-county/
/recent-projects/plantation-shutters-ventura-county-project/,Plantation Shutters Installed in a Ventura County Home - 805 Shutters-Shades-Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",383,1,0,0,,needs_review,/recent-projects/plantation-shutters-ventura-county-project/
/recent-projects/roller-shades-large-window-ventura-county/,Roller Shades for Large Windows in Ventura County - 805 Shutters-Shades-Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",258,1,0,0,,needs_review,/recent-projects/roller-shades-large-window-ventura-county/
/recent-projects/sliding-door-shutters-ventura-county/,Sliding Door Shutters in Ventura County - 805 Shutters-Shades-Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",275,1,0,0,,needs_review,/recent-projects/sliding-door-shutters-ventura-county/
/reviews/,805 Shutters Reviews | 5-Star Yelp-Rated Window Treatments,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",157,1,0,0,thin_indexable_content,needs_review,/reviews/
/shades/,Custom Shades Ventura County | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",151,0,66,0,"h1_count,missing_alt,thin_indexable_content",needs_review,/shades/
/shades/camarillo-ca/,Shades near Camarillo CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",481,1,0,0,,needs_review,/shades/camarillo-ca/
/shades/fillmore-ca/,Shades near Fillmore CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",481,1,0,0,,needs_review,/shades/fillmore-ca/
/shades/moorpark-ca/,Shades near Moorpark CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",481,1,0,0,,needs_review,/shades/moorpark-ca/
/shades/oak-park-ca/,Shades near Oak Park CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",487,1,0,0,,needs_review,/shades/oak-park-ca/
/shades/ojai-ca/,Shades near Ojai CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",477,1,0,0,,needs_review,/shades/ojai-ca/
/shades/oxnard-ca/,Shades near Oxnard CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",481,1,0,0,,needs_review,/shades/oxnard-ca/
/shades/port-hueneme-ca/,Shades near Port Hueneme CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",487,1,0,0,,needs_review,/shades/port-hueneme-ca/
/shades/santa-paula-ca/,Shades near Santa Paula CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",487,1,0,0,,needs_review,/shades/santa-paula-ca/
/shades/santa-rosa-valley-ca/,Shades near Santa Rosa Valley CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",493,1,0,0,,needs_review,/shades/santa-rosa-valley-ca/
/shades/simi-valley-ca/,Shades near Simi Valley CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",487,1,0,0,,needs_review,/shades/simi-valley-ca/
/shades/thousand-oaks-ca/,Shades near Thousand Oaks CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",487,1,0,0,,needs_review,/shades/thousand-oaks-ca/
/shades/ventura-ca/,Shades near Ventura CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",481,1,0,0,,needs_review,/shades/ventura-ca/
/shutters/,Custom Shutters Ventura County | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",219,0,50,0,"h1_count,missing_alt,thin_indexable_content",needs_review,/shutters/
/shutters/camarillo/,Shutters in Camarillo | Camarillo Window Shutter Installation and Repair | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",537,1,0,0,,needs_review,/shutters/camarillo/
/shutters/fillmore/,Shutters in Fillmore | Fillmore Window Shutter Installation and Repair | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",663,1,0,0,,needs_review,/shutters/fillmore/
/shutters/interior-shutters-camarillo/,Interior Shutters Camarillo | Interior Shutter Installation | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",357,1,4,0,missing_alt,needs_review,/shutters/interior-shutters-camarillo/
/shutters/moorpark/,Shutters in Moorpark | Moorpark Shutter Installation and Repair 93021 | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",615,1,0,0,,needs_review,/shutters/moorpark/
/shutters/oak-park/,Shutters in Oak Park CA | Oak Park Shutter Installation and Repair 91377 | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",607,1,0,0,,needs_review,/shutters/oak-park/
/shutters/ojai/,Shutters in Ojai | Ojai Shutter Installation and Repair 93023 | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",594,1,0,0,,needs_review,/shutters/ojai/
/shutters/oxnard/,Shutters in Oxnard | Oxnard Shutter Installation and Repair 93033 | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",586,1,0,0,,needs_review,/shutters/oxnard/
/shutters/plantation/,Plantation Shutters | Plantation Shutter Installation | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",378,1,0,0,,needs_review,/shutters/plantation/
/shutters/port-hueneme/,Shutters in Port Hueneme | Port Hueneme Shutter Installation and Repair 93041 | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",588,1,0,0,,needs_review,/shutters/port-hueneme/
/shutters/santa-paula/,Shutters in Santa Paula | Santa Paula Shutter Installation and Repair 93060 | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",623,1,0,0,,needs_review,/shutters/santa-paula/
/shutters/santa-rosa-valley/,Shutters in Santa Rosa Valley | Santa Rosa Valley Shutter Installation and Repair 93012 | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",581,1,0,0,,needs_review,/shutters/santa-rosa-valley/
/shutters/simi-valley/,Shutters in Simi Valley | Simi Valley Shutter Installation and Repair 93065 | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",553,1,0,0,,needs_review,/shutters/simi-valley/
/shutters/thousand-oaks/,Shutters in Thousand Oaks | Thousand Oaks Shutter Installation and Repair | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",573,1,0,0,,needs_review,/shutters/thousand-oaks/
/shutters/ventura/,Shutters in Ventura CA | Ventura Shutter Installation and Repair 93003 | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",792,1,0,0,,needs_review,/shutters/ventura/
/shutters/wood-shutters-camarillo/,Wood Shutters Camarillo | Wooden Shutter Installation | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",374,1,4,0,missing_alt,needs_review,/shutters/wood-shutters-camarillo/
/ventura-county-window-treatments-camarillo-blinds-shades-shutters/,Ventura County Window Treatments | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",874,0,6,0,"h1_count,missing_alt",needs_review,/ventura-county-window-treatments-camarillo-blinds-shades-shutters/
/window-coverings/,Window Coverings Ventura County | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",65,0,22,0,"h1_count,missing_alt,thin_indexable_content",needs_review,/window-coverings/
/window-coverings/camarillo-ca/,Window Coverings near Camarillo CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",855,1,0,0,,needs_review,/window-coverings/camarillo-ca/
/window-coverings/fillmore-ca/,Window Coverings near Fillmore CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",855,1,0,0,,needs_review,/window-coverings/fillmore-ca/
/window-coverings/moorpark-ca/,Window Coverings near Moorpark CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",855,1,0,0,,needs_review,/window-coverings/moorpark-ca/
/window-coverings/oak-park-ca/,Window Coverings near Oak Park CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",864,1,0,0,,needs_review,/window-coverings/oak-park-ca/
/window-coverings/ojai-ca/,Window Coverings near Ojai CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",855,1,0,0,,needs_review,/window-coverings/ojai-ca/
/window-coverings/oxnard-ca/,Window Coverings near Oxnard CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",855,1,0,0,,needs_review,/window-coverings/oxnard-ca/
/window-coverings/port-hueneme-ca/,Window Coverings near Port Hueneme CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",864,1,0,0,,needs_review,/window-coverings/port-hueneme-ca/
/window-coverings/santa-paula-ca/,Window Coverings near Santa Paula CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",864,1,0,0,,needs_review,/window-coverings/santa-paula-ca/
/window-coverings/santa-rosa-valley-ca/,Window Coverings near Santa Rosa Valley CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",873,1,0,0,,needs_review,/window-coverings/santa-rosa-valley-ca/
/window-coverings/simi-valley-ca/,Window Coverings near Simi Valley CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",864,1,0,0,,needs_review,/window-coverings/simi-valley-ca/
/window-coverings/thousand-oaks-ca/,Window Coverings near Thousand Oaks CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",542,1,0,0,,needs_review,/window-coverings/thousand-oaks-ca/
/window-coverings/ventura-ca/,Window Coverings near Ventura CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",855,1,0,0,,needs_review,/window-coverings/ventura-ca/
/window-treatments/,Window Treatments Ventura County | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",65,0,22,0,"h1_count,missing_alt,thin_indexable_content",needs_review,/window-treatments/
/window-treatments/camarillo-ca/,Window Treatments near Camarillo CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",890,1,0,0,,needs_review,/window-treatments/camarillo-ca/
/window-treatments/camarillo/,Window Treatments Camarillo CA | 805 Shutters,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",601,0,0,0,h1_count,needs_review,/window-treatments/camarillo/
/window-treatments/fillmore-ca/,Window Treatments near Fillmore CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",890,1,0,0,,needs_review,/window-treatments/fillmore-ca/
/window-treatments/moorpark-ca/,Window Treatments near Moorpark CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",890,1,0,0,,needs_review,/window-treatments/moorpark-ca/
/window-treatments/oak-park-ca/,Window Treatments near Oak Park CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",897,1,0,0,,needs_review,/window-treatments/oak-park-ca/
/window-treatments/ojai-ca/,Window Treatments near Ojai CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",890,1,0,0,,needs_review,/window-treatments/ojai-ca/
/window-treatments/oxnard-ca/,Window Treatments near Oxnard CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",890,1,0,0,,needs_review,/window-treatments/oxnard-ca/
/window-treatments/port-hueneme-ca/,Window Treatments near Port Hueneme CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",897,1,0,0,,needs_review,/window-treatments/port-hueneme-ca/
/window-treatments/santa-paula-ca/,Window Treatments near Santa Paula CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",897,1,0,0,,needs_review,/window-treatments/santa-paula-ca/
/window-treatments/santa-rosa-valley-ca/,Window Treatments near Santa Rosa Valley CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",904,1,0,0,,needs_review,/window-treatments/santa-rosa-valley-ca/
/window-treatments/simi-valley-ca/,Window Treatments near Simi Valley CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",897,1,0,0,,needs_review,/window-treatments/simi-valley-ca/
/window-treatments/thousand-oaks-ca/,Window Treatments near Thousand Oaks CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",897,1,0,0,,needs_review,/window-treatments/thousand-oaks-ca/
/window-treatments/ventura-ca/,Window Treatments near Ventura CA - 805 Shutters Shades & Blinds,200,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",890,1,0,0,,needs_review,/window-treatments/ventura-ca/
