page,json_path,value,disposition
https://www.805shutters.com/shutters/,$[0].@graph[0].serviceArea.name,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shutters/,$[0].@graph[0].hasOfferCatalog.itemListElement[0].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shutters/,$[0].@graph[0].hasOfferCatalog.itemListElement[1].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shutters/,$[0].@graph[0].hasOfferCatalog.itemListElement[2].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shutters/,$[0].@graph[0].hasOfferCatalog.itemListElement[3].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shutters/,$[0].@graph[0].hasOfferCatalog.itemListElement[4].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shutters/,$[1].@graph[1].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/shutters/,$[1].@graph[1].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shades/,$[0].@graph[0].contactPoint.areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/shades/,$[0].@graph[0].contactPoint.areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shades/,$[0].@graph[0].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/shades/,$[0].@graph[0].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shades/,$[0].@graph[0].serviceArea.name,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[0].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[1].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[2].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[3].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[4].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/shades/,$[1].@graph[1].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/shades/,$[1].@graph[1].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/blinds/,$[0].@graph[0].contactPoint.areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/blinds/,$[0].@graph[0].contactPoint.areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/blinds/,$[0].@graph[0].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/blinds/,$[0].@graph[0].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/blinds/,$[0].@graph[0].serviceArea.name,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/blinds/,$[0].@graph[0].hasOfferCatalog.itemListElement[0].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/blinds/,$[0].@graph[0].hasOfferCatalog.itemListElement[1].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/blinds/,$[0].@graph[0].hasOfferCatalog.itemListElement[2].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/blinds/,$[0].@graph[0].hasOfferCatalog.itemListElement[3].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/blinds/,$[0].@graph[0].hasOfferCatalog.itemListElement[4].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/blinds/,$[1].@graph[1].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/blinds/,$[1].@graph[1].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/drapery/,$[0].@graph[0].contactPoint.areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/drapery/,$[0].@graph[0].contactPoint.areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/drapery/,$[0].@graph[0].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/drapery/,$[0].@graph[0].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/drapery/,$[0].@graph[0].serviceArea.name,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/drapery/,$[0].@graph[0].hasOfferCatalog.itemListElement[0].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/drapery/,$[0].@graph[0].hasOfferCatalog.itemListElement[1].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/drapery/,$[0].@graph[0].hasOfferCatalog.itemListElement[2].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/drapery/,$[0].@graph[0].hasOfferCatalog.itemListElement[3].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/drapery/,$[0].@graph[0].hasOfferCatalog.itemListElement[4].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/drapery/,$[1].@graph[1].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/drapery/,$[1].@graph[1].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/drapery/,$[1].@graph[2].mainEntity[2].acceptedAnswer.text,"805 Shutters installs custom drapery and curtains across Ventura County, including Camarillo, Thousand Oaks, Moorpark, Simi Valley, Newbury Park, Westlake Village, Oxnard, Ventura, Ojai, and nearby communities.",Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/exterior-shades/,$[0].@graph[0].contactPoint.areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/exterior-shades/,$[0].@graph[0].contactPoint.areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/exterior-shades/,$[0].@graph[0].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/exterior-shades/,$[0].@graph[0].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/exterior-shades/,$[0].@graph[0].serviceArea.name,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/exterior-shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[0].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/exterior-shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[1].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/exterior-shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[2].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/exterior-shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[3].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/exterior-shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[4].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/exterior-shades/,$[1].@graph[1].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/exterior-shades/,$[1].@graph[1].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-treatments/,$[0].@graph[0].contactPoint.areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/window-treatments/,$[0].@graph[0].contactPoint.areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-treatments/,$[0].@graph[0].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/window-treatments/,$[0].@graph[0].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-treatments/,$[0].@graph[0].serviceArea.name,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-treatments/,$[0].@graph[0].hasOfferCatalog.itemListElement[0].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-treatments/,$[0].@graph[0].hasOfferCatalog.itemListElement[1].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-treatments/,$[0].@graph[0].hasOfferCatalog.itemListElement[2].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-treatments/,$[0].@graph[0].hasOfferCatalog.itemListElement[3].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-treatments/,$[0].@graph[0].hasOfferCatalog.itemListElement[4].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-treatments/,$[1].@graph[1].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/window-treatments/,$[1].@graph[1].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-coverings/,$[0].@graph[0].contactPoint.areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/window-coverings/,$[0].@graph[0].contactPoint.areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-coverings/,$[0].@graph[0].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/window-coverings/,$[0].@graph[0].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-coverings/,$[0].@graph[0].serviceArea.name,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-coverings/,$[0].@graph[0].hasOfferCatalog.itemListElement[0].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-coverings/,$[0].@graph[0].hasOfferCatalog.itemListElement[1].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-coverings/,$[0].@graph[0].hasOfferCatalog.itemListElement[2].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-coverings/,$[0].@graph[0].hasOfferCatalog.itemListElement[3].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-coverings/,$[0].@graph[0].hasOfferCatalog.itemListElement[4].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/window-coverings/,$[1].@graph[1].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/window-coverings/,$[1].@graph[1].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-window-coverings/,$[0].@graph[0].contactPoint.areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/commercial-window-coverings/,$[0].@graph[0].contactPoint.areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-window-coverings/,$[0].@graph[0].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/commercial-window-coverings/,$[0].@graph[0].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-window-coverings/,$[0].@graph[0].serviceArea.name,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-window-coverings/,$[0].@graph[0].hasOfferCatalog.itemListElement[0].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-window-coverings/,$[0].@graph[0].hasOfferCatalog.itemListElement[1].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-window-coverings/,$[0].@graph[0].hasOfferCatalog.itemListElement[2].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-window-coverings/,$[0].@graph[0].hasOfferCatalog.itemListElement[3].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-window-coverings/,$[0].@graph[0].hasOfferCatalog.itemListElement[4].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-window-coverings/,$[1].@graph[1].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/commercial-window-coverings/,$[1].@graph[1].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-roller-shades/,$[0].@graph[0].contactPoint.areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/commercial-roller-shades/,$[0].@graph[0].contactPoint.areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-roller-shades/,$[0].@graph[0].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/commercial-roller-shades/,$[0].@graph[0].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-roller-shades/,$[0].@graph[0].serviceArea.name,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-roller-shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[0].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-roller-shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[1].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-roller-shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[2].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-roller-shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[3].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-roller-shades/,$[0].@graph[0].hasOfferCatalog.itemListElement[4].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/commercial-roller-shades/,$[1].@graph[1].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/commercial-roller-shades/,$[1].@graph[1].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/about/,$[0].@graph[0].contactPoint.areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/about/,$[0].@graph[0].contactPoint.areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/about/,$[0].@graph[0].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/about/,$[0].@graph[0].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/about/,$[0].@graph[0].serviceArea.name,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/about/,$[0].@graph[0].hasOfferCatalog.itemListElement[0].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/about/,$[0].@graph[0].hasOfferCatalog.itemListElement[1].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/about/,$[0].@graph[0].hasOfferCatalog.itemListElement[2].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/about/,$[0].@graph[0].hasOfferCatalog.itemListElement[3].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/about/,$[0].@graph[0].hasOfferCatalog.itemListElement[4].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/contact/,$[0].@graph[0].contactPoint.areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/contact/,$[0].@graph[0].contactPoint.areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/contact/,$[0].@graph[0].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/contact/,$[0].@graph[0].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/contact/,$[0].@graph[0].serviceArea.name,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/contact/,$[0].@graph[0].hasOfferCatalog.itemListElement[0].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/contact/,$[0].@graph[0].hasOfferCatalog.itemListElement[1].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/contact/,$[0].@graph[0].hasOfferCatalog.itemListElement[2].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/contact/,$[0].@graph[0].hasOfferCatalog.itemListElement[3].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/contact/,$[0].@graph[0].hasOfferCatalog.itemListElement[4].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/free-window-treatment-consultation/,$[0].@graph[0].contactPoint.areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/free-window-treatment-consultation/,$[0].@graph[0].contactPoint.areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/free-window-treatment-consultation/,$[0].@graph[0].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/free-window-treatment-consultation/,$[0].@graph[0].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/free-window-treatment-consultation/,$[0].@graph[0].serviceArea.name,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/free-window-treatment-consultation/,$[0].@graph[0].hasOfferCatalog.itemListElement[0].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/free-window-treatment-consultation/,$[0].@graph[0].hasOfferCatalog.itemListElement[1].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/free-window-treatment-consultation/,$[0].@graph[0].hasOfferCatalog.itemListElement[2].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/free-window-treatment-consultation/,$[0].@graph[0].hasOfferCatalog.itemListElement[3].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/free-window-treatment-consultation/,$[0].@graph[0].hasOfferCatalog.itemListElement[4].itemOffered.areaServed,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/free-window-treatment-consultation/,$[1].@graph[1].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/free-window-treatment-consultation/,$[1].@graph[1].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/free-window-treatment-consultation/,$[1].@graph[3].mainEntity[3].acceptedAnswer.text,"805 Shutters serves Ventura County, North Los Angeles County, and Santa Clarita, including Camarillo, Thousand Oaks, Ventura, Oxnard, Simi Valley, Moorpark, Newbury Park, Westlake Village, and nearby communities.",Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/financing/,$[0].@graph[0].contactPoint.areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/financing/,$[0].@graph[0].contactPoint.areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/financing/,$[0].@graph[0].areaServed[7].name,Westlake Village,Explicitly approved Westlake Village; incorporated city is Los Angeles County
https://www.805shutters.com/financing/,$[0].@graph[0].areaServed[14].name,Santa Clarita,"Outside-county mention; preserve page wording, correct service-area fields"
https://www.805shutters.com/financing/,$[0].@graph[0].serviceArea.name,"Ventura County, North Los Angeles County, and Santa Clarita","Outside-county mention; preserve page wording, correct service-area fields"
