"product_id","field","label","control_type","bounds_or_choices","export_status","saved_record","file","line","case_name","enclosing_function","applicability_expression","extraction_kind"
"norman_contract_faux_wood|norman_contract_vertical","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input type=""number"" step=""0.0625"" min=""0"" aria-label={label} className={classes} value={String(options[key]??"""")} onChange={e=>update({[key]:e.target.value===""""?null:Number(e.target.value)})}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanContractDesignOptions.tsx","17","","NormanContractDesignOptions","","dedicated JSX input"
"norman_contract_faux_wood|norman_contract_vertical","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Contract color / slat size"" className={classes} value={String(options.fabric_color_id??"""")} onChange={e=>{ const color=rows.find(row=>row.id===e.target.value);if(!color)return; update({...color.automaticDetails,fabric_product_id:productId,fabric_color_id:color.id,fabric_color_code:color.colorCode,fabric_color_name:color.colorName,fabric_color_collection:color.collection,catalog_program_id:color.programId,quote_lab_program_id:color.programId,application:""Standard"",control_side:options.control_side||""Left"",...(vertical?{contract_headrail_color:color.colorCode===""8071""?""2058 White"":""2003 Silk White""}:{})},{fabric:color.collection,lift_system:vertical?""Wand"":""Cordless"",valance:design?.valance||""None""}); }}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanContractDesignOptions.tsx","21","","NormanContractDesignOptions","","dedicated JSX input"
"norman_contract_faux_wood","Contract recess depth (inches)","mount_depth_inches","number","","not an exact exported detail-field ID","options_json.Contract recess depth (inches)","src/components/crm/NormanContractDesignOptions.tsx","31","","NormanContractDesignOptions","","control helper"
"norman_contract_vertical","Contract recess depth (inches)","mount_depth_inches","number","","not an exact exported detail-field ID","options_json.Contract recess depth (inches)","src/components/crm/NormanContractDesignOptions.tsx","31","","NormanContractDesignOptions","","control helper"
"norman_contract_faux_wood","Custom valance length (inches)","contract_valance_length_inches","number","","not an exact exported detail-field ID","options_json.Custom valance length (inches)","src/components/crm/NormanContractDesignOptions.tsx","32","","NormanContractDesignOptions","","control helper"
"norman_contract_vertical","Custom valance length (inches)","contract_valance_length_inches","number","","not an exact exported detail-field ID","options_json.Custom valance length (inches)","src/components/crm/NormanContractDesignOptions.tsx","32","","NormanContractDesignOptions","","control helper"
"norman_contract_faux_wood","Custom valance return (inches)","contract_return_inches","number","","not an exact exported detail-field ID","options_json.Custom valance return (inches)","src/components/crm/NormanContractDesignOptions.tsx","32","","NormanContractDesignOptions","","control helper"
"norman_contract_vertical","Custom valance return (inches)","contract_return_inches","number","","not an exact exported detail-field ID","options_json.Custom valance return (inches)","src/components/crm/NormanContractDesignOptions.tsx","32","","NormanContractDesignOptions","","control helper"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input aria-label={label} className={cls} type=""number"" min={min} max={max} step={step} value={draft.record[field]??""""} onChange={e=>edit({[field]:e.target.value===""""&&field===""customWidth""?null:Number(e.target.value)})}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerCommonOptions.tsx","13","","NormanRollerCommonOptions","","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input aria-label=""Roller common assembly name"" className={cls} maxLength={100} value={draft.record.groupId} onChange={e=>edit({groupId:e.target.value})}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerCommonOptions.tsx","15","","NormanRollerCommonOptions","","dedicated JSX input"
"roller","Shade position from left","position","number","1; 6; 1","not an exact exported detail-field ID","options_json.Shade position from left","src/components/crm/NormanRollerCommonOptions.tsx","16","","NormanRollerCommonOptions","","control helper"
"roller","Gap after shade (inches)","gapAfter","number","0; 12; .0625","not an exact exported detail-field ID","options_json.Gap after shade (inches)","src/components/crm/NormanRollerCommonOptions.tsx","16","","NormanRollerCommonOptions","","control helper"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Roller common valance returns"" className={cls} value={draft.record.returns} onChange={e=>edit({returns:e.target.value as RollerCommonChoice[""returns""]})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerCommonOptions.tsx","17","","NormanRollerCommonOptions","","dedicated JSX input"
"roller","Custom end-to-end valance width (optional)","customWidth","number",".0625; 570; .0625","not an exact exported detail-field ID","options_json.Custom end-to-end valance width (optional)","src/components/crm/NormanRollerCommonOptions.tsx","18","","NormanRollerCommonOptions","","control helper"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Roller hardware installation"" className={cls} value={state.record.installation} onChange={e=>edit({installation:e.target.value as RollerHardwareChoice[""installation""]})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerHardwareOptions.tsx","18","","NormanRollerHardwareOptions","","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Roller shim layers"" className={cls} value={state.record.shimLayers} onChange={e=>edit({shimLayers:Number(e.target.value)})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerHardwareOptions.tsx","19","","NormanRollerHardwareOptions","","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input type=""checkbox"" checked={state.record.raceway} onChange={e=>edit({raceway:e.target.checked})}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerHardwareOptions.tsx","20","","NormanRollerHardwareOptions","","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select disabled={disabled} value={value(details, field)} onChange={(event) => onDetail(field, event.target.value)}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","67","","SelectField","","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select disabled={disabled} value={selectedCode} onChange={(event) => { const selected = normanRollerFabricColors.find((row) => row.available && row.colorCode === event.target.value); if (!selected) return; onDetail(""supplier"", ""Norman""); onDetail(""fabric_color_type"", selected.fabricType); onDetail(""fabric_color_collection"", selected.collection); onDetail(""fabric_color_code"", selected.colorCode); onDetail(""fabric_color_name"", selected.colorName); onFabric({ fabric: selected.collection, programId: selected.programId }); }} >","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","95","","NormanRollerMeasureFields","","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input disabled={disabled} type=""checkbox"" checked={details.fabric_join_confirmed === true} onChange={(event) => onDetail(""fabric_join_confirmed"", event.target.checked)} />","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","123","","NormanRollerMeasureFields","","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input disabled={disabled} inputMode=""decimal"" value={value(details, ""chain_length_in"")} onChange={(event) => onDetail(""chain_length_in"", event.target.value)} onBlur={(event) => onDetail(""chain_length_in"", event.target.value)} />","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","129","","NormanRollerMeasureFields","value(details, ""chain_length_type"") === ""Custom"" && chainDriven","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input disabled={disabled} value={value(details, ""remote_type"")} onChange={(event) => onDetail(""remote_type"", event.target.value)} />","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","135","","NormanRollerMeasureFields","motorized","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input disabled={disabled} inputMode=""numeric"" value={value(details, ""remote_quantity"")} onChange={(event) => onDetail(""remote_quantity"", event.target.value)} onBlur={(event) => onDetail(""remote_quantity"", event.target.value)} />","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","136","","NormanRollerMeasureFields","motorized","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input disabled={disabled} value={value(details, ""remote_channel"")} onChange={(event) => onDetail(""remote_channel"", event.target.value)} />","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","137","","NormanRollerMeasureFields","motorized","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input disabled={disabled} inputMode=""numeric"" value={value(details, ""hub_quantity"")} onChange={(event) => onDetail(""hub_quantity"", event.target.value)} onBlur={(event) => onDetail(""hub_quantity"", event.target.value)} />","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","138","","NormanRollerMeasureFields","motorized","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input disabled={disabled} inputMode=""numeric"" value={value(details, ""wall_switch_quantity"")} onChange={(event) => onDetail(""wall_switch_quantity"", event.target.value)} onBlur={(event) => onDetail(""wall_switch_quantity"", event.target.value)} />","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","139","","NormanRollerMeasureFields","motorized","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input disabled={disabled} inputMode=""numeric"" value={value(details, ""solar_panel_quantity"")} onChange={(event) => onDetail(""solar_panel_quantity"", event.target.value)} onBlur={(event) => onDetail(""solar_panel_quantity"", event.target.value)} />","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","140","","NormanRollerMeasureFields","motorized","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input disabled={disabled} value={value(details, ""power_location"")} onChange={(event) => onDetail(""power_location"", event.target.value)} />","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","141","","NormanRollerMeasureFields","motorized","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input disabled={disabled} type=""checkbox"" checked={details.motor_accessories_confirmed === true} onChange={(event) => onDetail(""motor_accessories_confirmed"", event.target.checked)} />","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","142","","NormanRollerMeasureFields","motorized","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input disabled={disabled} value={value(details, ""valance_finish"")} onChange={(event) => onDetail(""valance_finish"", event.target.value)} />","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","146","","NormanRollerMeasureFields","needsValanceDetails","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input disabled={disabled} value={value(details, ""valance_return_depth"")} onChange={(event) => onDetail(""valance_return_depth"", event.target.value)} />","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","147","","NormanRollerMeasureFields","needsValanceDetails","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input disabled={disabled} value={value(details, ""hold_down_color"")} onChange={(event) => onDetail(""hold_down_color"", event.target.value)} />","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerMeasureFields.tsx","154","","NormanRollerMeasureFields","value(details, ""hold_downs"") === ""Magnetic""","dedicated JSX input"
"roller","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Roller Automate shared power panel"" className=""w-full rounded-lg border border-slate-300 bg-white px-3 py-2 text-sm"" value={active?String(c.shared_power_panel_id??""""):""""} onChange={e=>onUpdateFields({options_json:{...c,dc_power_supply:e.target.value?""DC Distribution Panel"":null,shared_power_panel_id:e.target.value||null}})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRollerPanelOptions.tsx","8","","NormanRollerPanelOptions","","dedicated JSX input"
"norman_roman_fabric_by_yard|norman_roman_pillow_covers","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Ancillary fabric and color"" className={cls} value={record.colorCode} onChange={e=>update({...record,colorCode:e.target.value})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRomanAncillaryOptions.tsx","28","","NormanRomanAncillaryOptions","","dedicated JSX input"
"norman_roman_fabric_by_yard|norman_roman_pillow_covers","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input aria-label=""Requested yards per cut"" className={cls} type=""number"" min=""0"" max=""10"" step=""any"" value={record.yards??''} onChange={e=>update({...record,yards:e.target.value===''?null:Number(e.target.value)})}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRomanAncillaryOptions.tsx","30","","NormanRomanAncillaryOptions","record.kind==='yardage'","dedicated JSX input"
"norman_roman_fabric_by_yard|norman_roman_pillow_covers","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Pillow cover size"" className={cls} value={record.size} onChange={e=>update({...record,size:e.target.value as typeof record.size})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRomanAncillaryOptions.tsx","33","","NormanRomanAncillaryOptions","!(record.kind==='yardage')","dedicated JSX input"
"norman_roman_fabric_by_yard|norman_roman_pillow_covers","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Pillow cover edge"" className={cls} value={record.edge} onChange={e=>update({...record,edge:e.target.value as typeof record.edge})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanRomanAncillaryOptions.tsx","34","","NormanRomanAncillaryOptions","!(record.kind==='yardage')","dedicated JSX input"
"norman_shutters","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Norman shutter application"" className={cls} value={record.application} onChange={e=>update({application:e.target.value as NormanShutterPanelRecord['application']})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanShutterPanelOptions.tsx","30","","NormanShutterPanelOptions","","dedicated JSX input"
"norman_shutters","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Norman shutter motor generation"" className={cls} value={record.motor} onChange={e=>update({motor:e.target.value as NormanShutterPanelRecord['motor']})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanShutterPanelOptions.tsx","31","","NormanShutterPanelOptions","","dedicated JSX input"
"norman_shutters","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input type=""checkbox"" checked={record.existingDoorGlassOrSidelight} onChange={e=>update({existingDoorGlassOrSidelight:e.target.checked})}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanShutterPanelOptions.tsx","32","","NormanShutterPanelOptions","","dedicated JSX input"
"norman_shutters","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Norman Bi-fold 180 layout"" className={cls} value={record.bifold180?.layout??''} onChange={e=>{const layout=e.target.value;update({bifold180:{...record.bifold180,version:1,flatMountingSurface:record.bifold180?.flatMountingSurface??false,layout},panels:Array.from({length:layout.length},(_,i)=>record.panels[i]??{heightInches:null,divider:'',widthInches:null})});}}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanShutterPanelOptions.tsx","34","","NormanShutterPanelOptions","","dedicated JSX input"
"norman_shutters","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input type=""checkbox"" aria-label=""Norman Bi-fold 180 flat mounting surface"" checked={record.bifold180?.flatMountingSurface??false} onChange={e=>update({bifold180:{...record.bifold180,version:1,layout:record.bifold180?.layout??'',flatMountingSurface:e.target.checked}})}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanShutterPanelOptions.tsx","35","","NormanShutterPanelOptions","","dedicated JSX input"
"norman_shutters","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input aria-label={`Norman panel ${index+1} finished width`} className={cls} type=""number"" step=""0.0625"" min=""6"" value={panel.widthInches??''} onChange={e=>updatePanel(index,{widthInches:e.target.value===''?null:Number(e.target.value)})}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanShutterPanelOptions.tsx","42","","NormanShutterPanelOptions","","dedicated JSX input"
"norman_shutters","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input aria-label={`Norman panel ${index+1} finished height`} className={cls} type=""number"" step=""0.0625"" min=""10"" value={panel.heightInches??''} onChange={e=>updatePanel(index,{heightInches:e.target.value===''?null:Number(e.target.value)})}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanShutterPanelOptions.tsx","43","","NormanShutterPanelOptions","","dedicated JSX input"
"norman_shutters","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label={`Norman panel ${index+1} divider rail`} className={cls} value={panel.divider} onChange={e=>updatePanel(index,{divider:e.target.value as 'none'|'present'|''})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanShutterPanelOptions.tsx","44","","NormanShutterPanelOptions","","dedicated JSX input"
"norman_smartdrape_replacement_vanes","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input aria-label=""Original Norman work-order number"" className={cls} value={r.originalWorkOrder} onChange={e=>update({originalWorkOrder:e.target.value})}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanSmartdrapeReplacementOptions.tsx","14","","NormanSmartdrapeReplacementOptions","","dedicated JSX input"
"norman_smartdrape_replacement_vanes","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Replacement pack style"" className={cls} value={r.style} onChange={e=>update({style:e.target.value as ReplacementRequest['style']})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanSmartdrapeReplacementOptions.tsx","15","","NormanSmartdrapeReplacementOptions","","dedicated JSX input"
"norman_smartdrape_replacement_vanes","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Original shade arrangement"" className={cls} value={r.shadeType} onChange={e=>update({shadeType:e.target.value as ReplacementRequest['shadeType'],stack:''})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanSmartdrapeReplacementOptions.tsx","16","","NormanSmartdrapeReplacementOptions","","dedicated JSX input"
"norman_smartdrape_replacement_vanes","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Original SmartDrape stack"" className={cls} value={r.stack} onChange={e=>update({stack:e.target.value as ReplacementRequest['stack']})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanSmartdrapeReplacementOptions.tsx","17","","NormanSmartdrapeReplacementOptions","","dedicated JSX input"
"norman_smartdrape_replacement_vanes","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Replacement color arrangement"" className={cls} value={r.colorMode} onChange={e=>update({colorMode:e.target.value as ReplacementRequest['colorMode'],secondColor:'',originalVaneCount:null})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanSmartdrapeReplacementOptions.tsx","18","","NormanSmartdrapeReplacementOptions","","dedicated JSX input"
"norman_smartdrape_replacement_vanes","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Replacement first fabric color"" className={cls} value={r.firstColor} onChange={e=>update({firstColor:e.target.value,secondColor:''})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanSmartdrapeReplacementOptions.tsx","19","","NormanSmartdrapeReplacementOptions","","dedicated JSX input"
"norman_smartdrape_replacement_vanes","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""Replacement second fabric color"" className={cls} value={r.secondColor} onChange={e=>update({secondColor:e.target.value})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanSmartdrapeReplacementOptions.tsx","20","","NormanSmartdrapeReplacementOptions","","dedicated JSX input"
"norman_smartdrape_replacement_vanes","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input aria-label=""Original total vane count"" className={cls} type=""number"" min=""1"" step=""1"" value={r.originalVaneCount??''} onChange={e=>update({originalVaneCount:e.target.value===''?null:Number(e.target.value)})}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanSmartdrapeReplacementOptions.tsx","20","","NormanSmartdrapeReplacementOptions","","dedicated JSX input"
"norman_smartdrape_replacement_vanes","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input aria-label=""Requested finished vane length"" className={cls} type=""number"" min=""0"" step=""any"" value={r.vaneLengthInches??''} onChange={e=>update({vaneLengthInches:e.target.value===''?null:Number(e.target.value)})}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanSmartdrapeReplacementOptions.tsx","21","","NormanSmartdrapeReplacementOptions","","dedicated JSX input"
"smartfold","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input aria-label=""SmartFold extra charging kits"" className={cls} type=""number"" min=""0"" max={kitsAllowed?quantity:0} disabled={!kitsAllowed&&!state.record.extraChargingKits} step=""1"" value={state.record.extraChargingKits} onChange={e=>edit({extraChargingKits:Number(e.target.value)})}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanSmartfoldChargingOptions.tsx","24","","NormanSmartfoldChargingOptions","","dedicated JSX input"
"smartfold","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input aria-label=""SmartFold extension cables"" className={cls} type=""number"" min=""0"" max={!cablesAllowed?0:wand?quantity:undefined} disabled={!cablesAllowed&&!state.record.extensionCables} step=""1"" value={state.record.extensionCables} onChange={e=>edit({extensionCables:Number(e.target.value)})}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanSmartfoldChargingOptions.tsx","25","","NormanSmartfoldChargingOptions","","dedicated JSX input"
"smartfold","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label=""SmartFold AutoWand extension color"" className={cls} disabled={!wand} value={state.record.extensionColor} onChange={e=>edit({extensionColor:e.target.value as SmartfoldCharging[""extensionColor""]})}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanSmartfoldChargingOptions.tsx","26","","NormanSmartfoldChargingOptions","","dedicated JSX input"
"smartfold","callback-bound: see rendered expression","see aria-label / enclosing label","input","<input aria-label={label} className=""w-full rounded-lg border border-slate-300 px-3 py-2"" type=""number"" min={0} step=""any"" value={draft.record[k]??""""} onChange={e=>setDraft(s=>({...s,record:{...s.record,[k]:e.target.value===""""?null:Number(e.target.value)}}))}/>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/NormanSmartfoldClearanceOptions.tsx","9","","NormanSmartfoldClearanceOptions","","dedicated JSX input"
"san_clemente_honeycomb|san_clemente_faux_wood","callback-bound: see rendered expression","see aria-label / enclosing label","select","<select aria-label={label} className={classes} value={String(value ?? """")} onChange={e => change(e.target.value)}>","typed/dedicated control; resolve with typed-records.csv","complete typed options_json record or dedicated callback","src/components/crm/SanClementeDesignOptions.tsx","29","","SanClementeDesignOptions","","dedicated JSX input"
