product,catalog_id,collection,color_code,color,fabric_type,program,selectable,source,effective_date,source_note,status,exception
norman_shutters,norman_shutters:woodlore_plus:009,Woodlore Plus,009,Creamy,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:012,Woodlore Plus,012,Crisp Linen,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:013,Woodlore Plus,013,Bisque,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:017,Woodlore Plus,017,Gray Black,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:019,Woodlore Plus,019,String,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:032,Woodlore Plus,032,Sea Mist,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:046,Woodlore Plus,046,Ice,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:053,Woodlore Plus,053,Clay,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:063,Woodlore Plus,063,Decorator’s White,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:066,Woodlore Plus,066,Winchester White 2010,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:076,Woodlore Plus,076,Aura White,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:080,Woodlore Plus,080,Taupe Gray,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:836,Woodlore Plus,836,Classic Black,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:090,Woodlore Plus,090,TS White,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:600,Woodlore Plus,600,True White,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:601,Woodlore Plus,601,Chiffon,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:603,Woodlore Plus,603,Natural Linen,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_plus:609,Woodlore Plus,609,Chateau Brown,Paint,woodlore_plus,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:001,Woodlore Aquashield,001,Pure White,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:002,Woodlore Aquashield,002,Extra White,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:003,Woodlore Aquashield,003,Silk White,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:004,Woodlore Aquashield,004,Bright White,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:006,Woodlore Aquashield,006,Pearl,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:007,Woodlore Aquashield,007,Ivory Lace,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:009,Woodlore Aquashield,009,Creamy,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:012,Woodlore Aquashield,012,Crisp Linen,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:013,Woodlore Aquashield,013,Bisque,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:017,Woodlore Aquashield,017,Gray Black,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:019,Woodlore Aquashield,019,String,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:032,Woodlore Aquashield,032,Sea Mist,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:046,Woodlore Aquashield,046,Ice,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:053,Woodlore Aquashield,053,Clay,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:063,Woodlore Aquashield,063,Decorator’s White,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:066,Woodlore Aquashield,066,Winchester White 2010,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:076,Woodlore Aquashield,076,Aura White,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
norman_shutters,norman_shutters:woodlore_aquashield:080,Woodlore Aquashield,080,Taupe Gray,Paint,woodlore_aquashield,True,norman-woodlore-plus-binder-2026-09#page=9,,Complete 2026 shutter binder section b. Assortment evidence only; account pricing and configuration restrictions remain unresolved.,UNRESOLVED EXCEPTION,"Six existing programs and 126 finish routes are deployed with product-specific louvers, hinges and tilt validation. Six dealer baseline rates captured; five imported costs conflict and account applicability is pending. Production six-program quote 805-0326 passed save/close/full reload/reopen; every selected field persisted. Contract output correctly remains blocked. Full frame/panel/shape/track constraints and surcharge schedule remain unresolved."
