productId,programId,source,effectiveDate,sourcePages,width,height,dealerNet,retail,skus,status,exception
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,17.0,64,18.38,55.14,CMLX1764W;CMLX1764A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,23.0,64,14.54,43.62,CMLX2364W;CMLX2364A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,27.0,64,15.85,47.55,CMLX2764W;CMLX2764A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,30.0,64,16.83,50.49,CMLX3064W;CMLX3064A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,35.0,64,18.47,55.41,CMLX3564W;CMLX3564A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,39.0,64,19.78,59.34,CMLX3964W;CMLX3964A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,43.0,64,21.08,63.24,CMLX4364W;CMLX4364A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,48.0,64,22.72,68.16,CMLX4864W;CMLX4864A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,54.0,64,24.69,74.07,CMLX5464W;CMLX5464A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,59.0,64,26.33,78.99,CMLX5964W;CMLX5964A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,63.0,64,27.64,82.92,CMLX6364W;CMLX6364A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,69.0,64,29.61,88.83,CMLX6964W;CMLX6964A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,72.0,64,30.59,91.77,CMLX7264W;CMLX7264A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,17.0,72,15.45,46.35,CMLX1772W;CMLX1772A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,23.0,72,15.49,46.47,CMLX2372W;CMLX2372A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,27.0,72,16.96,50.88,CMLX2772W;CMLX2772A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,30.0,72,18.06,54.18,CMLX3072W;CMLX3072A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,35.0,72,19.91,59.73,CMLX3572W;CMLX3572A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,39.0,72,21.38,64.14,CMLX3972W;CMLX3972A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,43.0,72,22.86,68.58,CMLX4372W;CMLX4372A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,48.0,72,24.69,74.07,CMLX4872W;CMLX4872A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,54.0,72,26.9,80.7,CMLX5472W;CMLX5472A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,59.0,72,28.75,86.25,CMLX5972W;CMLX5972A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,63.0,72,30.23,90.69,CMLX6372W;CMLX6372A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,69.0,72,32.44,97.32,CMLX6972W;CMLX6972A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,72.0,72,33.54,100.62,CMLX7272W;CMLX7272A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,17.0,84,16.86,50.58,CMLX1784W;CMLX1784A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,23.0,84,16.89,50.67,CMLX2384W;CMLX2384A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,27.0,84,18.61,55.83,CMLX2784W;CMLX2784A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,30.0,84,19.91,59.73,CMLX3084W;CMLX3084A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,35.0,84,22.05,66.15,CMLX3584W;CMLX3584A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,39.0,84,23.77,71.31,CMLX3984W;CMLX3984A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,43.0,84,25.5,76.5,CMLX4384W;CMLX4384A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,48.0,84,27.64,82.92,CMLX4884W;CMLX4884A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,54.0,84,30.23,90.69,CMLX5484W;CMLX5484A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,59.0,84,32.37,97.11,CMLX5984W;CMLX5984A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,63.0,84,,,,unresolved_exception,Source cell unavailable; do not substitute
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,69.0,84,,,,unresolved_exception,Source cell unavailable; do not substitute
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,72.0,84,,,,unresolved_exception,Source cell unavailable; do not substitute
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,17.0,96,18.28,54.84,CMLX1796W;CMLX1796A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,23.0,96,20.14,60.42,CMLX2396W;CMLX2396A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,27.0,96,22.43,67.29,CMLX2796W;CMLX2796A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,30.0,96,24.14,72.42,CMLX3096W;CMLX3096A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,35.0,96,27.0,81.0,CMLX3596W;CMLX3596A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,39.0,96,29.28,87.84,CMLX3996W;CMLX3996A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,43.0,96,31.57,94.71,CMLX4396W;CMLX4396A,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,48.0,96,,,,unresolved_exception,Source cell unavailable; do not substitute
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,54.0,96,,,,unresolved_exception,Source cell unavailable; do not substitute
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,59.0,96,,,,unresolved_exception,Source cell unavailable; do not substitute
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,63.0,96,,,,unresolved_exception,Source cell unavailable; do not substitute
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,69.0,96,,,,unresolved_exception,Source cell unavailable; do not substitute
lotus_vinyl_blinds,lotus_mlx_1in_vinyl_custom,Lotus.pdf West A26.v1,,95,72.0,96,,,,unresolved_exception,Source cell unavailable; do not substitute
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,17.0,36,16.1,48.3,CRLX1736W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,23.0,36,17.56,52.68,CRLX2336W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,27.0,36,19.4,58.2,CRLX2736W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,30.0,36,20.78,62.34,CRLX3036W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,35.0,36,17.61,52.83,CRLX3536W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,39.0,36,18.82,56.46,CRLX3936W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,43.0,36,20.04,60.12,CRLX4336W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,48.0,36,21.55,64.65,CRLX4836W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,54.0,36,23.37,70.11,CRLX5436W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,59.0,36,24.88,74.64,CRLX5936W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,63.0,36,26.1,78.3,CRLX6336W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,69.0,36,27.92,83.76,CRLX6936W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,72.0,36,28.83,86.49,CRLX7236W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,78.0,36,51.67,155.01,CRLX7836W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,82.5,36,54.19,162.57,CRLX82536W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,87.0,36,56.71,170.13,CRLX8736W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,95.0,36,61.18,183.54,CRLX9536W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,17.0,48,17.41,52.23,CRLX1748W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,23.0,48,21.08,63.24,CRLX2348W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,27.0,48,17.92,53.76,CRLX2748W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,30.0,48,17.27,51.81,CRLX3048W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,35.0,48,18.98,56.94,CRLX3548W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,39.0,48,20.35,61.05,CRLX3948W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,43.0,48,21.71,65.13,CRLX4348W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,48.0,48,23.43,70.29,CRLX4848W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,54.0,48,25.47,76.41,CRLX5448W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,59.0,48,27.19,81.57,CRLX5948W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,63.0,48,28.55,85.65,CRLX6348W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,69.0,48,30.61,91.83,CRLX6948W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,72.0,48,31.63,94.89,CRLX7248W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,78.0,48,66.22,198.66,CRLX7848W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,82.5,48,69.58,208.74,CRLX82548W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,87.0,48,72.93,218.79,CRLX8748W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,95.0,48,78.91,236.73,CRLX9548W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,17.0,60,20.01,60.03,CRLX1760W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
lotus_vinyl_blinds,lotus_rlx_1in_vinyl_plus_custom,Lotus.pdf West A26.v1,,96,23.0,60,18.62,55.86,CRLX2360W,unresolved_exception,Imported source cell; production save/reopen and current custom authority not fully verified
