sku,collection,url,portalPrice,productIds,programIds,sourceCells,sourcePages,sourceEffectiveDate,observedDate,status,exception
CAMX2772A,/collections/aluminum-blinds,/products/camx2772a-width-range-23-25-27-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,27.0x72=26.3,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX2748W,/collections/aluminum-blinds,/products/camx2748w-width-range-23-25-27-length-range-38-48,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,27.0x48=25.4,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX2372W,/collections/aluminum-blinds,/products/camx2372w-width-range-17-25-23-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,23.0x72=23.44,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX8972W,/collections/aluminum-blinds,/products/camx8972w-width-range-83-25-89-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,89.0x72=143.88,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX82560A,/collections/aluminum-blinds,/products/camx82560a-width-range-76-75-82-5-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,82.5x60=112.97,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX82548W,/collections/aluminum-blinds,/products/camx82548w-width-range-76-75-82-5-length-range-38-48,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,82.5x48=106.54,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX5984W,/collections/aluminum-blinds,/products/camx5984w-width-range-54-25-59-length-range-74-84,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,59.0x84=56.19,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX5936A,/collections/aluminum-blinds,/products/camx5936a-width-range-54-25-59-length-range-26-36,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,59.0x36=37.16,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX35108W,/collections/aluminum-blinds,/products/camx35108w-width-range-30-25-35-length-range-98-108,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,35.0x108=53.69,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX2784W,/collections/aluminum-blinds,/products/camx2784w-width-range-23-25-27-length-range-74-84,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,27.0x84=29.51,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX2372A,/collections/aluminum-blinds,/products/camx2372a-width-range-17-25-23-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,23.0x72=23.44,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX9548A,/collections/aluminum-blinds,/products/camx9548a-width-range-89-25-95-length-range-38-48,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,95.0x48=120.79,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX5448W,/collections/aluminum-blinds,/products/camx5448w-width-range-48-25-54-length-range-38-48,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,54.0x48=38.13,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX4872A,/collections/aluminum-blinds,/products/camx4872a-width-range-43-25-48-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,48.0x72=41.3,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX4860W,/collections/aluminum-blinds,/products/camx4860w-width-range-43-25-48-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,48.0x60=35.58,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX10772W,/collections/aluminum-blinds,/products/camx10772w-width-range-101-25-107-length-range-62-72,,,,,,,2026-09-20,unresolved_exception,No exact source SKU destination
CAMX9560A,/collections/aluminum-blinds,/products/camx9560a-width-range-89-25-95-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,95.0x60=128.86,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX7272A,/collections/aluminum-blinds,/products/camx7272a-width-range-69-25-72-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,72.0x72=58.44,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX7248A,/collections/aluminum-blinds,/products/camx7248a-width-range-69-25-72-length-range-38-48,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,72.0x48=48.51,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX7236W,/collections/aluminum-blinds,/products/camx7236w-width-range-69-25-72-length-range-26-36,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,72.0x36=43.79,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX6984W,/collections/aluminum-blinds,/products/camx6984w-width-range-62-25-69-length-range-74-84,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,69.0x84=64.51,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX69108W,/collections/aluminum-blinds,/products/camx69108w-width-range-63-25-69-length-range-98-108,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,69.0x108=96.49,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX6372A,/collections/aluminum-blinds,/products/camx6372a-width-range-59-25-63-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,63.0x72=52.02,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX63108W,/collections/aluminum-blinds,/products/camx63108w-width-range-59-25-63-length-range-98-108,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,63.0x108=88.71,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX5460W,/collections/aluminum-blinds,/products/camx5460w-width-range-48-25-54-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,54.0x60=39.16,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX4864A,/collections/aluminum-blinds,/products/camx4864a-width-range-43-25-48-length-range-54-64,,,,,,,2026-09-20,unresolved_exception,No exact source SKU destination
CAMX3984W,/collections/aluminum-blinds,/products/camx3984w-width-range-35-25-39-length-range-74-84,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,39.0x84=39.51,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX3972A,/collections/aluminum-blinds,/products/camx3972a-width-range-35-25-39-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,39.0x72=34.87,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX2396W,/collections/aluminum-blinds,/products/camx2396w-width-range-17-25-23-length-range-86-96,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,23.0x96=28.92,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX23108A,/collections/aluminum-blinds,/products/camx23108a-width-range-17-25-23-length-range-98-108,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,23.0x108=36.84,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX7260W,/collections/aluminum-blinds,/products/camx7260w-width-range-69-25-72-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,72.0x60=49.87,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX5972W,/collections/aluminum-blinds,/products/camx5972w-width-range-54-25-59-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,59.0x72=49.16,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX4396W,/collections/aluminum-blinds,/products/camx4396w-width-range-39-25-43-length-range-86-96,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,43.0x96=56.57,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX3960A,/collections/aluminum-blinds,/products/camx3960a-width-range-35-25-39-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,39.0x60=30.23,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX3084W,/collections/aluminum-blinds,/products/camx3084w-width-range-27-25-30-length-range-74-84,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,30.0x84=32.84,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX2384W,/collections/aluminum-blinds,/products/camx2384w-width-range-17-25-23-length-range-74-84,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,23.0x84=26.18,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX9560W,/collections/aluminum-blinds,/products/camx9560w-width-range-89-25-95-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,95.0x60=128.86,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX9548W,/collections/aluminum-blinds,/products/camx9548w-width-range-89-25-95-length-range-38-48,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,95.0x48=120.79,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX82572A,/collections/aluminum-blinds,/products/camx82572a-width-range-76-75-82-5-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,82.5x72=134.71,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX825108W,/collections/aluminum-blinds,/products/camx825108w-width-range-76-75-82-5-length-range-98-108,,,,,,,2026-09-20,unresolved_exception,No exact source SKU destination
CAMX7284W,/collections/aluminum-blinds,/products/camx7284w-width-range-69-25-72-length-range-74-84,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,72.0x84=67.02,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX7260A,/collections/aluminum-blinds,/products/camx7260a-width-range-69-25-72-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,72.0x60=49.87,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX72108W,/collections/aluminum-blinds,/products/camx72108w-width-range-69-25-72-length-range-98-108,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,72.0x108=100.38,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX6372W,/collections/aluminum-blinds,/products/camx6372w-width-range-59-25-63-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,63.0x72=52.02,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX5472W,/collections/aluminum-blinds,/products/camx5472w-width-range-48-25-54-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,54.0x72=45.58,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX4860A,/collections/aluminum-blinds,/products/camx4860a-width-range-43-25-48-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,48.0x60=35.58,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX4848W,/collections/aluminum-blinds,/products/camx4848w-width-range-43-25-48-length-range-38-48,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,48.0x48=34.67,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX4836W,/collections/aluminum-blinds,/products/camx4836w-width-range-43-25-48-length-range-26-36,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,48.0x36=31.53,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX48108A,/collections/aluminum-blinds,/products/camx48108a-width-range-43-25-48-length-range-98-108,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,48.0x108=69.25,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX4372W,/collections/aluminum-blinds,/products/camx4372w-width-range-39-25-43-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,43.0x72=37.73,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX4372A,/collections/aluminum-blinds,/products/camx4372a-width-range-39-25-43-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,43.0x72=37.73,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX3996W,/collections/aluminum-blinds,/products/camx3996w-width-range-35-25-39-length-range-86-96,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,39.0x96=51.96,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX39108A,/collections/aluminum-blinds,/products/camx39108a-width-range-35-25-39-length-range-98-108,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,39.0x108=62.77,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX3596A,/collections/aluminum-blinds,/products/camx3596a-width-range-30-25-35-length-range-86-96,,,,,,,2026-09-20,unresolved_exception,No exact source SKU destination
CAMX3064W,/collections/aluminum-blinds,/products/camx3064w-width-range-27-25-30-length-range-54-64,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,30.0x64=26.06,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX3060W,/collections/aluminum-blinds,/products/camx3060w-width-range-27-25-30-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,30.0x60=24.87,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX2760W,/collections/aluminum-blinds,/products/camx2760w-width-range-23-25-27-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,27.0x60=23.08,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX2360W,/collections/aluminum-blinds,/products/camx2360w-width-range-17-25-23-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,23.0x60=26.6,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX2348A,/collections/aluminum-blinds,/products/camx2348a-width-range-17-25-23-length-range-38-48,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,23.0x48=22.67,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX23108W,/collections/aluminum-blinds,/products/camx23108w-width-range-17-25-23-length-range-98-108,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,23.0x108=36.84,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX10760W,/collections/aluminum-blinds,/products/camx10760w-width-range-101-25-107-length-range-50-60,,,,,,,2026-09-20,unresolved_exception,No exact source SKU destination
CAMX7264W,/collections/aluminum-blinds,/products/camx7264w-width-range-68-25-72-length-range-54-64,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,72.0x64=58.44,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX7248W,/collections/aluminum-blinds,/products/camx7248w-width-range-69-25-72-length-range-38-48,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,72.0x48=48.51,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX6960W,/collections/aluminum-blinds,/products/camx6960w-width-range-63-25-69-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,69.0x60=48.09,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX6960A,/collections/aluminum-blinds,/products/camx6960a-width-range-63-25-69-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,69.0x60=48.09,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX59108A,/collections/aluminum-blinds,/products/camx59108a-width-range-54-25-59-length-range-98-108,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,59.0x108=83.52,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX4884A,/collections/aluminum-blinds,/products/camx4884a-width-range-43-25-48-length-range-74-84,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,48.0x84=47.01,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX3560A,/collections/aluminum-blinds,/products/camx3560a-width-range-30-25-35-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,35.0x60=27.84,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX3036W,/collections/aluminum-blinds,/products/camx3036w-width-range-27-25-30-length-range-26-36,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,30.0x36=28.91,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX9572A,/collections/aluminum-blinds,/products/camx9572a-width-range-89-25-95-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,95.0x72=153.03,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX8972A,/collections/aluminum-blinds,/products/camx8972a-width-range-83-25-89-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,89.0x72=143.88,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX82572W,/collections/aluminum-blinds,/products/camx82572w-width-range-76-75-82-5-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,82.5x72=134.71,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX7284A,/collections/aluminum-blinds,/products/camx7284a-width-range-69-25-72-length-range-74-84,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,72.0x84=67.02,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX7272W,/collections/aluminum-blinds,/products/camx7272w-width-range-69-25-72-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,72.0x72=58.44,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX7236A,/collections/aluminum-blinds,/products/camx7236a-width-range-69-25-72-length-range-26-36,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,72.0x36=43.79,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX72108A,/collections/aluminum-blinds,/products/camx72108a-width-range-69-25-72-length-range-98-108,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,72.0x108=100.38,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX6972W,/collections/aluminum-blinds,/products/camx6972w-width-range-63-25-69-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,69.0x72=56.31,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX6972A,/collections/aluminum-blinds,/products/camx6972a-width-range-63-25-69-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,69.0x72=56.31,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX6964W,/collections/aluminum-blinds,/products/camx6964w-width-range-63-25-69-length-range-54-64,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,69.0x64=56.31,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX6948W,/collections/aluminum-blinds,/products/camx6948w-width-range-63-25-69-length-range-38-48,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,69.0x48=46.78,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX6948A,/collections/aluminum-blinds,/products/camx6948a-width-range-63-25-69-length-range-38-48,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,69.0x48=46.78,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX6936W,/collections/aluminum-blinds,/products/camx6936w-width-range-63-25-69-length-range-26-36,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,69.0x36=42.26,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX6936A,/collections/aluminum-blinds,/products/camx6936a-width-range-63-25-69-length-range-26-36,,,,,,,2026-09-20,unresolved_exception,No exact source SKU destination
CAMX69108A,/collections/aluminum-blinds,/products/camx69108a-width-range-63-25-69-length-range-98-108,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,69.0x108=96.49,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX6360A,/collections/aluminum-blinds,/products/camx6360a-width-range-59-25-63-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,63.0x60=44.51,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX63108A,/collections/aluminum-blinds,/products/camx63108a-width-range-59-25-63-length-range-98-108,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,63.0x108=88.71,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX5996A,/collections/aluminum-blinds,/products/camx5996a-width-range-54-25-59-length-range-86-96,,,,,,,2026-09-20,unresolved_exception,No exact source SKU destination
CAMX5972A,/collections/aluminum-blinds,/products/camx5972a-width-range-54-25-59-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,59.0x72=49.16,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX5960W,/collections/aluminum-blinds,/products/camx5960w-width-range-54-25-59-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,59.0x60=42.13,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX5936W,/collections/aluminum-blinds,/products/camx5936w-width-range-54-25-59-length-range-26-36,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,59.0x36=37.16,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX5472A,/collections/aluminum-blinds,/products/camx5472a-width-range-48-25-54-length-range-62-72,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,54.0x72=45.58,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX5460A,/collections/aluminum-blinds,/products/camx5460a-width-range-48-25-54-length-range-50-60,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,54.0x60=39.16,97,,2026-09-20,unresolved_exception,Price not displayed on collection
CAMX54108A,/collections/aluminum-blinds,/products/camx54108a-width-range-48-25-54-length-range-98-108,,lotus_mini_blinds,lotus_amx_1in_aluminum_custom,54.0x108=77.04,97,,2026-09-20,unresolved_exception,Price not displayed on collection
